article_count_financial,article_count_geopolitical,article_count_technology,sentiment_score_financial,sentiment_score_geopolitical,sentiment_score_technology,article_zscore_financial,article_zscore_geopolitical,article_zscore_technology,sentiment_velocity_financial,sentiment_velocity_geopolitical,sentiment_velocity_technology,sentiment_3d_financial,sentiment_3d_geopolitical,sentiment_3d_technology,market_regime_flag,weighted_sentiment_financial,weighted_sentiment_geopolitical,weighted_sentiment_technology,z_lag1_sentiment_score_financial,z_lag1_sentiment_score_geopolitical,z_lag1_sentiment_score_technology,lagged_vol_geopolitical,lagged_vol_tech,lagged_vol_balanced,lagged_vol_conservative,sentiment_interaction_geo_fin
-0.00013980377421984343,5.468965828368179e-05,2.4513243961711025e-06,-3.060199195454667e-05,-5.300275412893474e-06,3.767425093016337e-06,0.00017083068135535364,-0.0002152232232105123,-7.392407842946557e-06,-5.1700862196977975e-06,4.226494645141465e-06,3.88513551140619e-05,2.4231939441013598e-06,5.885900926748819e-06,1.535410565960892e-05,-0.0001755747211463631,3.4282083854754983e-06,7.768040082133031e-05,8.683431619692232e-06,4.367899164467353e-05,1.2731312857196955e-06,3.943312635375695e-05,0.00012471760197800197,0.00011827177280383496,0.0023569043635643674,0.0002355865640348659,4.498556454175492e-05
-7.74145852782993e-05,-1.3492986558178704e-05,2.4513243961711025e-06,1.9246426522524407e-05,-2.3381747047504053e-05,-2.3178425445192226e-05,0.00012799137134306406,-6.255773456349831e-07,-8.391131675322823e-07,2.634944474490527e-06,1.3294781710634937e-05,-4.5813758226887e-05,-6.009058648522894e-05,9.427308490853595e-06,-9.147738381912517e-05,0.00021459132584555486,6.107513885738753e-06,1.0769315735298007e-05,1.5526778486099671e-06,-1.8888261483673462e-05,-1.173383389496212e-05,-1.2044649894946068e-05,9.424620526915323e-05,0.00015842695415511815,0.0036964710401180306,0.0003575516637213305,0.00011340005794418583
1.0970099055554839e-05,-2.0670107067848237e-05,8.430164386832323e-06,0.00016410404859827093,-1.3568645131086174e-05,-8.690430052193499e-06,-5.4154598171282957e-05,2.082425770593666e-05,-1.4156951379306708e-05,8.942860238453035e-06,-6.882545588444814e-06,1.8039834461699976e-05,-0.00021153823522743583,1.3946778792002436e-05,-5.6679004026339596e-05,0.00021459132584555486,-6.925183584137788e-06,4.707725520668389e-06,2.6206464889687953e-05,2.7173918769964598e-05,-5.41490635978221e-05,3.7508625705087495e-05,9.877624989783014e-05,0.0001772093689026916,0.004018859067617356,0.0003324116229923858,5.825820731192568e-05
3.696559444786488e-05,-4.937858910652634e-05,2.6366684358815986e-05,3.21523936017879e-05,2.2491969669875216e-05,-3.144176098301355e-05,-0.00010822946317834749,0.00010553792073491987,-5.5603772460047854e-05,-9.435249842656258e-06,-2.5868484100443353e-05,-3.934959491993342e-05,-0.0002863753540363774,4.853573420638521e-06,-0.00013555011701422707,0.00021459132584555486,-5.970756431807942e-06,-0.0001764224406812438,0.00019219977454454888,0.00016102887551719947,-3.112964458738467e-05,1.086527935447672e-05,8.433344747083383e-05,0.00017196840689548718,0.0038110394297792482,0.00031590963569009774,-0.00015538626188548282
-0.00010341008067060935,-2.784722757751776e-05,-6.516935589820728e-06,-0.00027480609740675334,-1.353745633189181e-05,-2.49131879170893e-05,0.0001770663185969733,3.822133269840927e-05,2.855413961193628e-05,-2.1054422910822622e-05,2.627729778863074e-05,5.7735893211140096e-06,6.42940609260186e-05,1.6326692818802734e-06,-0.000139436109909169,0.00021459132584555486,-2.0460800225572293e-05,4.331273441729555e-06,-8.678674037212746e-05,3.909961270599184e-05,5.3460774318641005e-05,5.270485574060206e-05,9.637066993842152e-05,9.883603898790224e-05,0.002553175249868375,0.00026176845988939187,7.001642740220183e-05
-8.26136843567613e-05,2.598117624500369e-05,-6.331591550110234e-05,-0.00014812367663524895,-2.5881016073662277e-06,-7.517971682563349e-06,0.00012677631841212248,-0.0001241456972506294,0.00013731342981117902,7.736159892826532e-06,-7.704445402103813e-06,2.2520144973518333e-05,0.00043663813156902763,-1.9599997181600235e-06,-0.0001368097187070262,0.00021459132584555486,-5.746035224310579e-06,5.716114724145056e-05,-0.00023294122258325206,-0.00024454383627772676,-3.1056482396346354e-05,4.0698844649878925e-05,3.25121443934781e-05,0.00010596160316837311,0.0016930140412125816,0.0001463033190084481,0.0001202518198181945
-0.00021259116131831153,-2.4258667322682993e-05,-9.506355585151339e-06,9.93109256227014e-05,-2.3988103200403164e-05,-2.138339763022791e-05,0.0003170172566768766,2.2694106721176052e-05,1.9898702351384763e-05,1.5753220980388715e-05,1.569521507809545e-05,-2.5655549756808898e-05,0.00035654889166448887,1.3247582361901878e-05,-0.00011427826027576004,0.00021459132584555486,2.9238087606424485e-05,2.0783046985196188e-05,-5.5142342279923766e-05,-0.00012748358283702182,-5.371659549854083e-06,8.7091346583772e-06,1.3964438665439495e-05,1.1339278873443265e-05,-8.432814966872298e-05,0.00011770294414917162,0.00016507534742445828
2.6567396290940864e-05,3.315829675467321e-05,-3.5275155944901184e-06,-1.1324186846188117e-05,1.4183649081811477e-05,-9.161430866465837e-06,-8.59005532971799e-05,-0.00015063418199194023,5.501151914040693e-06,-8.019987430701267e-06,-2.73955593165128e-05,1.4547663608137643e-05,4.2336157848031076e-05,4.177652822300962e-06,-7.899318985650192e-05,-0.0001755747211463631,-2.68273296528699e-06,0.00016430934554619123,-9.252810312247457e-06,0.00010115711627433377,-5.557144425503193e-05,3.4207579115427074e-05,5.935063934931105e-05,0.0003133421021067134,0.001921387852532436,0.00022002878669911228,-3.1104083893939836e-05
2.1368297212478857e-05,-2.0670107067848237e-05,5.440744391501713e-06,5.5493742988867546e-05,-1.3138782116102988e-05,-3.446951251067526e-05,-7.758044936183393e-05,2.415900740242602e-05,-1.3475289970362753e-05,3.761595831909801e-06,1.9979159420344323e-05,-4.328979682467758e-05,-0.0002004857722671293,7.629677096981548e-06,-0.00013936658267681577,-0.0001755747211463631,-5.282584931637842e-06,3.957978499632777e-06,4.787988157567099e-05,-1.074702680315199e-06,3.397124750860081e-05,1.1731447342916436e-05,6.432268374017933e-05,0.00027328772671507553,0.0012904383914970911,0.0001273948218127847,5.7874914174853766e-05
2.1368297212478857e-05,4.449814715995109e-06,1.7398424372824155e-05,5.5493742988867546e-05,4.082441936715227e-06,-5.1592888077545954e-05,-8.522640357491586e-05,-5.225012274006467e-05,-3.794947203012798e-05,-6.746256809265047e-07,-1.2241154306526343e-05,-3.06763674798395e-05,-0.0001482320265954803,-1.5545838742997906e-06,-0.00020703801731980568,-0.0001755747211463631,-5.802143256352314e-06,3.356878296181874e-05,0.0001853069748973103,6.0668069152114545e-05,-3.0121278736986985e-05,5.8272874671231e-05,3.4408280065232554e-05,0.0002700878032594519,-0.0004036272822930671,6.370955130314053e-05,-7.015386557380664e-05
